,sexC,ageC,raceC,MC,priors_count_C
4375,0,2,0,0,4
4376,0,2,0,0,8
4377,0,1,0,0,0
4378,0,1,1,0,0
4379,0,1,1,1,0
4380,0,1,0,0,0
4381,0,1,1,0,2
4382,0,1,1,0,2
4383,1,1,0,1,0
4384,0,1,0,5,7
4385,0,2,0,1,0
4386,0,1,1,0,5
4387,0,1,0,0,16
4388,0,1,3,1,1
4389,1,2,1,4,1
4390,0,1,0,0,2
4391,0,1,1,0,2
4392,0,1,2,5,0
4393,0,1,0,0,6
4394,1,1,1,1,3
4395,0,1,1,4,0
4396,0,1,0,0,0
4397,0,1,0,0,10
4398,0,1,0,0,0
4399,0,1,0,0,1
4400,0,1,1,0,7
4401,0,1,3,0,2
4402,0,1,0,0,0
4403,0,1,2,1,1
4404,0,2,0,1,1
4405,0,2,1,0,3
4406,0,1,0,0,0
4407,0,2,1,1,0
4408,0,1,1,0,2
4409,0,1,0,0,1
4410,1,1,0,0,9
4411,0,1,1,0,0
4412,0,3,0,0,5
4413,0,1,0,0,6
4414,0,1,1,0,2
4415,0,2,1,1,2
4416,0,1,0,0,2
4417,0,1,0,0,4
4418,1,1,1,0,4
4419,1,1,1,0,0
4420,0,1,0,0,8
4421,0,3,0,1,29
4422,1,2,1,0,0
4423,0,1,2,0,0
4424,0,2,0,0,13
4425,0,2,3,1,0
4426,0,1,1,1,2
4427,0,1,0,4,1
4428,0,1,2,0,1
4429,0,1,0,0,8
4430,0,0,0,0,3
4431,0,1,0,0,2
4432,0,1,0,0,11
4433,1,1,1,0,0
4434,0,1,3,1,4
4435,0,2,1,0,4
4436,0,1,0,0,15
4437,0,1,0,1,10
4438,0,1,0,0,15
4439,0,2,1,0,0
4440,0,1,1,0,1
4441,0,2,1,0,3
4442,0,2,0,0,10
4443,0,1,0,0,0
4444,0,1,0,0,9
4445,0,2,1,1,0
4446,0,2,1,0,2
4447,0,1,0,1,0
4448,0,1,1,0,4
4449,1,1,0,0,5
4450,1,2,1,0,0
4451,0,1,3,0,2
4452,0,1,1,5,4
4453,0,2,1,0,3
4454,0,1,0,0,3
4455,1,1,0,1,0
4456,1,2,0,0,0
4457,0,2,1,4,1
4458,1,1,3,0,0
4459,0,2,0,0,1
4460,0,1,0,0,3
4461,0,1,0,0,1
4462,0,2,2,0,8
4463,0,1,1,0,1
4464,1,1,0,0,0
4465,0,2,0,0,5
4466,0,1,0,0,0
4467,0,2,1,0,1
4468,0,2,0,1,4
4469,0,1,2,0,1
4470,0,1,1,0,2
4471,0,1,2,4,1
4472,0,1,0,2,5
4473,0,2,0,0,3
4474,0,1,0,0,6
4475,0,2,1,0,1
4476,1,1,0,0,1
4477,0,1,1,0,0
4478,0,1,3,0,2
4479,1,1,0,0,3
4480,0,1,1,0,1
4481,0,1,2,0,0
4482,0,2,0,0,7
4483,0,1,2,0,4
4484,0,1,0,0,14
4485,0,1,0,0,2
4486,0,2,2,0,0
4487,1,1,1,0,1
4488,0,1,0,0,16
4489,0,1,0,0,1
4490,0,1,1,0,0
4491,1,1,2,0,1
4492,1,3,3,1,0
4493,0,2,0,0,6
4494,0,1,1,0,0
4495,0,1,0,0,1
4496,0,1,0,0,1
4497,0,1,0,0,1
4498,0,1,0,0,2
4499,0,2,0,0,0
4500,0,1,1,0,3
4501,0,1,1,0,0
4502,0,1,2,2,6
4503,0,1,0,0,1
4504,0,2,0,0,7
4505,1,1,0,0,7
4506,0,1,0,0,7
4507,0,1,1,0,7
4508,0,1,0,0,0
4509,1,1,1,0,5
4510,0,2,0,1,3
4511,0,1,0,0,1
4512,0,1,0,0,7
4513,0,2,1,0,6
4514,0,2,1,0,3
4515,0,1,1,0,4
4516,0,1,0,0,3
4517,0,1,0,0,12
4518,0,1,2,6,1
4519,0,1,1,0,1
4520,0,3,2,1,1
4521,0,1,1,0,3
4522,1,2,1,1,0
4523,0,1,3,1,6
4524,0,1,0,1,4
4525,0,1,0,0,2
4526,1,1,0,0,0
4527,0,1,0,0,2
4528,0,1,0,1,5
4529,0,1,1,0,2
4530,1,1,0,0,2
4531,1,1,0,0,1
4532,0,2,0,1,9
4533,1,1,0,0,3
4534,0,1,0,0,7
4535,0,0,1,0,0
4536,0,1,0,0,4
4537,0,1,1,1,1
4538,0,1,0,0,8
4539,0,1,1,2,5
4540,0,2,2,0,0
4541,0,3,1,0,3
4542,1,1,1,0,5
4543,0,3,0,0,13
4544,0,1,1,0,0
4545,0,1,0,0,29
4546,1,2,1,1,0
4547,1,2,1,0,0
4548,0,2,0,1,16
4549,1,1,1,5,0
4550,0,3,1,0,4
4551,1,1,0,0,5
4552,0,1,0,0,1
4553,0,1,0,0,19
4554,0,1,1,0,0
4555,1,1,0,0,3
4556,0,1,1,0,2
4557,0,1,0,0,3
4558,0,1,1,0,2
4559,0,1,0,0,3
4560,0,1,0,0,20
4561,0,1,0,0,2
4562,0,2,3,0,31
4563,0,2,3,0,0
4564,1,2,0,1,1
4565,0,1,0,0,9
4566,0,1,1,0,1
4567,0,1,0,0,2
4568,0,2,0,0,24
4569,0,1,1,0,0
4570,1,2,3,0,0
4571,0,2,1,0,3
4572,0,1,1,1,5
4573,0,2,2,1,0
4574,0,1,1,0,6
4575,0,1,0,0,2
4576,0,1,2,0,2
4577,0,1,0,0,2
4578,0,1,0,0,3
4579,0,1,1,0,2
4580,0,1,1,0,3
4581,0,1,0,0,0
4582,0,0,3,0,0
4583,0,2,0,0,19
4584,0,1,1,0,0
4585,0,1,0,0,3
4586,0,1,0,0,0
4587,0,1,0,0,6
4588,1,1,0,2,3
4589,1,1,1,2,0
4590,0,1,3,1,0
4591,0,1,0,0,24
4592,0,1,0,0,2
4593,0,1,3,1,2
4594,0,0,0,0,4
4595,0,1,0,0,1
4596,1,1,1,4,0
4597,0,1,0,0,0
4598,0,2,1,5,0
4599,0,1,1,0,0
4600,0,1,0,0,2
4601,0,1,0,0,1
4602,1,1,0,0,0
4603,0,1,0,0,0
4604,0,1,2,6,0
4605,1,2,1,0,4
4606,1,1,1,1,2
4607,0,1,3,0,0
4608,0,1,3,0,0
4609,0,1,1,0,1
4610,1,1,1,0,2
4611,0,2,2,2,1
4612,1,1,0,0,11
4613,0,1,1,1,3
4614,1,1,0,0,1
4615,0,1,0,0,4
4616,0,2,0,1,8
4617,0,1,0,0,15
4618,0,1,0,0,2
4619,0,1,0,0,3
4620,1,2,0,0,0
4621,0,1,0,0,5
4622,0,1,1,0,2
4623,0,1,0,0,1
4624,0,2,1,4,1
4625,0,1,0,0,2
4626,0,2,1,0,12
4627,0,1,3,0,0
4628,0,1,0,0,0
4629,0,2,0,0,2
4630,0,0,0,0,0
4631,0,1,1,0,1
4632,0,2,0,0,17
4633,0,2,2,1,1
4634,1,1,3,1,1
4635,1,1,0,1,2
4636,0,1,1,0,4
4637,0,1,0,0,6
4638,1,1,1,0,9
4639,0,1,0,0,1
4640,1,1,0,0,3
4641,0,2,1,5,1
4642,0,1,0,0,5
4643,0,1,1,0,0
4644,0,1,0,0,3
4645,0,1,2,0,2
4646,1,2,1,0,0
4647,0,1,0,0,1
4648,0,1,1,0,0
4649,0,2,1,0,0
4650,0,2,0,0,0
4651,0,1,0,1,0
4652,0,1,0,0,0
4653,0,1,0,0,5
4654,0,1,0,0,8
4655,0,0,1,0,0
4656,0,1,1,0,2
4657,0,1,0,0,1
4658,1,1,0,0,0
4659,1,1,1,0,20
4660,0,1,0,0,1
4661,0,1,0,5,5
4662,0,1,3,0,2
4663,0,1,3,0,0
4664,1,1,0,0,1
4665,0,1,0,0,1
4666,0,1,2,0,1
4667,0,2,1,5,0
4668,1,1,0,0,0
4669,1,1,0,0,0
4670,0,1,0,0,13
4671,0,1,0,1,13
4672,0,3,1,5,1
4673,0,2,0,2,1
4674,0,1,0,0,0
4675,0,1,0,0,5
4676,0,1,0,0,10
4677,0,1,2,0,3
4678,0,2,1,0,3
4679,0,1,0,0,2
4680,0,1,1,0,0
4681,1,1,3,0,0
4682,0,2,1,1,2
4683,0,1,0,0,4
4684,0,3,1,1,0
4685,0,3,0,0,6
4686,0,1,0,0,1
4687,0,1,0,2,4
4688,0,1,1,2,0
4689,0,2,1,1,2
4690,0,1,0,0,3
4691,1,1,0,0,8
4692,0,1,2,1,0
4693,0,1,1,4,1
4694,0,1,0,0,0
4695,1,1,0,0,1
4696,1,0,0,0,0
4697,0,2,1,0,4
4698,0,1,1,0,0
4699,0,0,0,0,0
4700,0,2,1,0,1
4701,1,1,0,0,1
4702,0,2,1,3,11
4703,0,2,2,5,0
4704,0,1,0,0,0
4705,0,0,0,0,0
4706,0,1,0,0,1
4707,0,2,1,1,3
4708,0,1,0,0,1
4709,0,1,0,1,0
4710,0,1,0,0,1
4711,1,1,1,0,0
4712,0,1,0,0,7
4713,0,1,0,0,1
4714,1,1,2,1,0
4715,0,1,1,0,2
4716,0,1,1,0,0
4717,1,2,0,0,9
4718,0,1,0,0,3
4719,0,2,1,5,1
4720,0,1,0,0,1
4721,0,1,1,5,1
4722,0,1,2,2,2
4723,1,2,0,4,1
4724,0,1,0,0,6
4725,0,3,1,0,5
4726,1,3,0,0,11
4727,0,0,2,0,2
4728,0,1,1,0,3
4729,0,1,1,4,2
4730,1,2,1,0,0
4731,0,1,0,0,0
4732,0,1,0,0,0
4733,0,1,2,0,1
4734,1,0,3,0,0
4735,1,3,1,1,0
4736,0,1,1,0,0
4737,0,2,1,1,8
4738,0,1,1,0,3
4739,0,1,1,0,10
4740,0,1,0,0,1
4741,1,1,1,0,1
4742,0,1,1,0,3
4743,1,1,0,0,3
4744,1,0,0,0,3
4745,0,2,0,0,0
4746,0,1,0,0,0
4747,0,1,0,1,16
4748,1,2,1,1,1
4749,0,1,0,0,1
4750,1,1,2,0,0
4751,1,2,0,5,2
4752,1,2,1,1,2
4753,0,1,0,0,0
4754,0,1,3,0,2
4755,0,2,3,1,0
4756,0,1,0,0,6
4757,0,1,2,1,14
4758,0,1,0,0,2
4759,0,0,0,0,4
4760,0,2,2,0,1
4761,1,2,2,1,0
4762,0,1,0,0,6
4763,0,1,3,0,0
4764,0,1,0,0,11
4765,0,2,3,1,0
4766,0,2,1,0,0
4767,0,2,0,0,1
4768,0,1,1,0,11
4769,1,1,0,0,1
4770,0,2,1,0,26
4771,0,2,1,0,2
4772,0,2,2,1,1
4773,0,1,0,0,0
4774,0,1,3,1,0
4775,0,2,0,5,1
4776,0,1,0,0,3
4777,0,1,1,0,16
4778,0,1,3,0,0
4779,0,1,1,0,0
4780,0,1,0,0,0
4781,0,3,1,0,0
4782,1,1,0,0,0
4783,0,2,2,1,9
4784,0,1,2,1,2
4785,0,1,0,0,0
4786,0,1,1,1,1
4787,0,2,0,2,18
4788,0,1,0,0,4
4789,0,2,0,0,0
4790,0,3,0,0,2
4791,0,1,0,0,0
4792,0,2,0,0,3
4793,0,2,1,5,1
4794,0,1,3,2,0
4795,0,1,0,0,8
4796,0,1,0,0,7
4797,0,2,0,0,1
4798,0,2,3,2,4
4799,0,1,2,0,1
4800,0,1,2,1,2
4801,0,1,1,0,1
4802,0,1,0,0,0
4803,1,2,1,0,28
4804,1,2,1,0,0
4805,0,1,1,0,1
4806,0,2,2,1,0
4807,0,2,0,0,0
4808,0,1,0,0,4
4809,0,2,3,1,0
4810,0,2,0,0,1
4811,0,1,0,0,0
4812,0,1,1,0,3
4813,1,1,1,2,0
4814,0,1,0,0,7
4815,0,2,1,4,2
4816,0,3,1,0,2
4817,0,2,3,0,1
4818,1,1,0,0,2
4819,1,1,3,1,0
4820,0,2,3,1,1
4821,0,1,0,0,0
4822,0,1,0,0,8
4823,0,2,1,1,14
4824,0,2,1,0,2
4825,0,0,0,0,2
4826,0,2,0,1,0
4827,0,1,0,1,0
4828,0,1,0,0,11
4829,0,1,0,0,6
4830,0,1,0,4,2
4831,0,1,0,0,0
4832,1,2,1,0,2
4833,0,3,2,1,0
4834,0,1,2,0,0
4835,0,1,1,0,3
4836,0,0,0,0,0
4837,0,1,0,0,0
4838,0,2,0,0,6
4839,0,1,0,0,8
4840,0,2,0,3,0
4841,1,1,0,0,0
4842,1,1,0,0,3
4843,0,1,2,0,0
4844,0,3,0,1,0
4845,0,2,1,5,3
4846,0,1,0,0,8
4847,0,1,2,6,0
4848,0,1,1,0,2
4849,0,2,0,0,5
4850,0,1,0,1,3
4851,0,1,0,0,0
4852,1,2,1,5,1
4853,0,1,0,1,2
4854,0,1,1,0,0
4855,0,1,1,0,2
4856,0,1,0,4,8
4857,0,1,0,0,0
4858,0,1,2,0,5
4859,0,2,1,1,8
4860,0,1,1,0,1
4861,0,1,2,0,1
4862,0,1,1,0,5
4863,0,2,0,0,1
4864,0,1,1,4,2
4865,0,1,3,0,3
4866,0,1,2,1,1
4867,0,2,3,1,0
4868,0,1,0,4,0
4869,1,1,0,0,2
4870,0,1,1,0,1
4871,0,2,0,0,7
4872,0,2,2,0,12
4873,1,1,1,5,9
4874,0,2,1,1,1
4875,0,1,0,1,12
4876,0,1,0,6,1
4877,1,1,1,0,6
4878,0,2,0,1,2
4879,0,1,0,1,3
4880,0,0,0,0,1
4881,0,1,0,0,19
4882,0,1,0,0,2
4883,0,1,0,1,7
4884,0,1,0,0,8
4885,0,1,0,0,1
4886,1,1,0,1,4
4887,0,1,2,0,0
4888,1,1,1,0,1
4889,0,1,0,0,2
4890,0,3,1,2,6
4891,0,1,0,0,11
4892,1,2,0,0,2
4893,0,1,0,0,3
4894,0,1,1,0,3
4895,0,1,1,0,13
4896,0,1,0,0,2
4897,1,2,1,0,0
4898,0,2,1,1,1
4899,0,1,0,0,27
4900,0,1,0,0,7
4901,1,2,1,5,4
4902,0,1,2,0,0
4903,0,2,1,1,1
4904,0,1,0,0,2
4905,0,1,0,1,4
4906,0,1,1,0,1
4907,1,2,1,0,0
4908,0,1,0,0,2
4909,1,1,0,0,2
4910,0,1,0,0,8
4911,0,1,0,0,1
4912,0,1,0,0,11
4913,0,2,1,1,1
4914,0,1,0,0,0
4915,0,1,1,0,1
4916,0,2,0,2,4
4917,0,1,1,0,0
4918,0,1,2,0,3
4919,0,1,1,0,0
4920,1,1,1,0,0
4921,0,1,2,0,2
4922,0,1,2,1,0
4923,0,1,1,0,3
4924,0,2,0,5,3
4925,1,1,1,0,0
4926,0,1,3,0,8
4927,0,1,2,0,0
4928,1,1,0,0,2
4929,0,2,0,0,12
4930,0,1,0,0,2
4931,1,1,0,0,0
4932,1,1,0,0,2
4933,0,2,2,1,0
4934,0,0,0,0,1
4935,0,1,1,0,1
4936,0,1,0,0,4
4937,0,1,0,0,0
4938,0,2,1,0,3
4939,0,1,1,0,17
4940,0,1,1,0,0
4941,0,1,0,0,6
4942,0,2,0,0,8
4943,0,0,0,0,0
4944,1,2,1,5,0
4945,0,1,0,0,0
4946,1,1,1,0,0
4947,0,1,0,0,2
4948,0,2,0,0,12
4949,0,1,1,0,6
4950,0,2,1,0,0
4951,1,2,0,0,0
4952,1,1,0,0,0
4953,0,1,3,1,0
4954,0,1,0,0,3
4955,0,0,0,0,5
4956,0,3,0,0,8
4957,0,1,0,0,7
4958,0,1,0,0,4
4959,0,2,1,1,0
4960,0,1,0,0,0
4961,0,1,0,0,0
4962,0,1,0,0,10
4963,0,1,0,0,0
4964,0,1,0,0,8
4965,0,3,1,0,7
4966,0,1,1,5,0
4967,0,1,1,0,5
4968,0,1,0,0,4
4969,0,1,0,0,1
4970,0,1,3,2,0
4971,0,1,1,0,4
4972,1,2,0,0,8
4973,0,2,2,1,0
4974,0,1,1,0,2
4975,0,1,1,0,0
4976,0,1,0,0,0
4977,1,1,1,1,0
4978,0,1,0,0,1
4979,0,1,2,0,1
4980,0,2,1,0,5
4981,1,3,1,1,1
4982,1,2,0,1,0
4983,0,1,2,0,0
4984,0,1,0,0,0
4985,0,1,0,0,12
4986,0,2,0,0,14
4987,0,1,2,0,0
4988,0,1,1,0,3
4989,1,1,1,0,0
4990,0,1,0,0,0
4991,0,1,0,5,0
4992,0,1,1,5,11
4993,0,1,1,0,8
4994,0,1,0,0,0
4995,0,2,1,0,21
4996,0,1,1,0,13
4997,0,1,0,0,2
4998,0,1,0,0,0
4999,1,1,0,4,0
5000,0,1,1,0,10
5001,0,1,0,0,3
5002,0,1,0,0,5
5003,0,2,1,0,18
5004,1,1,1,0,3
5005,0,1,2,0,8
5006,0,2,0,0,19
5007,0,2,0,0,2
5008,0,2,1,0,0
5009,0,1,1,0,9
5010,0,1,0,0,1
5011,0,1,0,0,13
5012,0,1,1,0,0
5013,0,2,0,0,7
5014,0,1,0,0,6
5015,0,1,1,0,10
5016,1,2,1,0,0
5017,0,2,1,0,8
5018,0,2,0,0,7
5019,1,1,0,0,3
5020,0,1,0,5,1
5021,0,2,1,1,0
5022,1,0,1,0,0
5023,0,1,0,0,2
5024,0,2,0,2,8
5025,0,2,1,5,0
5026,0,1,0,0,5
5027,0,2,2,1,1
5028,1,3,0,3,0
5029,0,2,1,1,1
5030,0,1,0,0,0
5031,0,1,2,0,6
5032,0,2,3,0,2
5033,0,1,1,0,6
5034,0,1,0,0,13
5035,0,1,0,0,2
5036,0,1,1,0,2
5037,0,2,1,0,0
5038,1,1,1,0,1
5039,0,1,0,0,2
5040,0,2,0,0,5
5041,0,1,0,1,1
5042,0,2,1,0,10
5043,0,3,1,5,0
5044,0,1,1,0,4
5045,0,2,0,0,15
5046,0,2,1,0,2
5047,0,1,0,4,4
5048,0,1,1,0,2
5049,0,1,1,0,6
5050,0,2,1,5,13
5051,0,1,0,0,2
5052,0,1,0,0,1
5053,0,1,0,0,2
5054,1,2,1,5,0
5055,0,1,1,1,3
5056,0,2,0,0,8
5057,0,2,1,0,5
5058,0,0,0,0,0
5059,0,2,1,0,0
5060,0,1,1,0,1
5061,0,2,0,0,0
5062,1,1,0,0,1
5063,0,2,1,2,0
5064,0,1,1,4,4
5065,0,1,0,0,5
5066,1,1,0,0,0
5067,0,1,1,4,0
5068,0,1,0,1,5
5069,1,2,0,0,16
5070,0,3,0,2,1
5071,1,2,1,5,1
5072,1,1,1,0,0
5073,0,1,0,0,4
5074,1,2,0,0,1
5075,0,0,0,0,3
5076,0,1,0,0,7
5077,0,1,3,0,1
5078,0,1,1,0,0
5079,0,1,0,0,4
5080,0,1,0,0,1
5081,1,1,1,0,4
5082,0,1,1,0,0
5083,0,1,0,4,19
5084,0,1,0,0,5
5085,0,2,0,0,1
5086,0,1,0,0,1
5087,0,2,0,0,1
5088,0,1,1,0,0
5089,1,2,2,0,1
5090,0,3,1,1,1
5091,0,1,0,0,1
5092,0,1,0,0,16
5093,0,1,1,0,0
5094,0,1,0,0,1
5095,0,2,3,1,1
5096,0,1,0,0,1
5097,0,1,0,0,1
5098,0,1,0,0,17
5099,0,3,1,0,0
5100,0,1,1,1,3
5101,1,1,0,0,2
5102,0,2,2,1,2
5103,0,2,1,5,0
5104,0,1,0,0,1
5105,0,1,1,0,0
5106,0,1,1,0,0
5107,1,0,1,0,1
5108,1,0,0,0,0
5109,0,1,0,0,0
5110,0,1,0,0,5
5111,1,0,0,0,0
5112,0,1,0,0,0
5113,0,1,1,5,0
5114,0,1,0,0,0
5115,1,1,1,0,1
5116,0,1,0,0,1
5117,0,1,1,0,0
5118,0,1,0,0,1
5119,0,2,1,0,3
5120,0,3,0,0,8
5121,0,1,0,0,0
5122,0,1,1,0,3
5123,0,2,1,0,0
5124,0,1,3,0,6
5125,0,1,0,0,0
5126,0,0,0,0,0
5127,0,1,0,0,17
5128,0,2,1,0,8
5129,0,2,1,1,2
5130,0,1,1,0,2
5131,0,1,0,0,2
5132,0,2,0,0,16
5133,0,2,1,4,0
5134,0,1,1,0,3
5135,0,1,3,0,9
5136,1,1,0,0,1
5137,0,1,1,0,1
5138,0,1,1,0,0
5139,1,1,0,4,1
5140,0,1,0,0,3
5141,0,1,2,0,0
5142,1,1,1,0,0
5143,0,1,0,0,3
5144,0,1,2,0,3
5145,0,1,1,0,0
5146,1,1,1,0,14
5147,0,1,2,4,1
5148,0,3,1,5,0
5149,0,1,1,0,3
5150,0,2,1,1,2
5151,0,1,0,2,6
5152,1,1,0,0,6
5153,0,1,0,0,5
5154,0,2,2,1,0
5155,0,1,0,0,7
5156,1,1,0,0,1
5157,0,1,2,0,0
5158,1,1,1,5,0
5159,0,1,0,0,1
5160,0,1,1,0,5
5161,1,1,1,0,7
5162,0,0,0,0,6
5163,1,1,3,0,0
5164,0,1,0,0,0
5165,1,1,3,2,1
5166,0,1,0,0,11
5167,0,1,0,1,8
5168,0,1,0,0,6
5169,0,2,0,0,0
5170,0,1,2,1,6
5171,0,1,0,0,1
5172,0,2,1,0,0
5173,0,3,0,0,9
5174,0,1,0,0,1
5175,0,2,0,0,0
5176,0,1,0,0,3
5177,0,2,0,0,3
5178,0,1,1,0,5
5179,1,1,0,0,11
5180,1,1,3,0,0
5181,0,2,0,0,3
5182,0,1,3,0,5
5183,0,1,0,0,8
5184,1,1,1,0,3
5185,0,1,2,0,1
5186,1,1,1,0,2
5187,0,1,0,0,10
5188,0,1,0,4,8
5189,1,1,1,0,3
5190,0,1,0,0,8
5191,0,1,1,0,1
5192,0,1,0,0,12
5193,0,2,0,1,4
5194,0,1,0,0,12
5195,1,2,1,1,0
5196,1,1,1,0,2
5197,0,1,1,0,0
5198,0,1,0,0,2
5199,0,1,3,1,0
5200,0,1,0,0,1
5201,1,1,1,0,6
5202,0,2,0,0,15
5203,1,2,0,0,5
5204,0,1,0,0,6
5205,0,1,0,0,6
5206,1,1,1,0,1
5207,0,1,0,0,0
5208,0,2,3,0,6
5209,0,1,0,0,4
5210,0,1,0,0,3
5211,0,1,2,0,4
5212,0,2,0,0,4
5213,0,1,2,0,0
5214,0,1,3,0,1
5215,1,2,0,2,18
5216,1,1,0,0,13
5217,0,1,0,0,1
5218,0,1,1,0,10
5219,0,1,1,1,10
5220,0,2,1,1,0
5221,0,2,1,0,1
5222,0,1,2,0,7
5223,0,2,0,0,14
5224,0,2,1,0,3
5225,0,1,0,0,0
5226,1,1,0,0,1
5227,0,1,1,0,9
5228,0,1,0,0,2
5229,1,1,1,0,1
5230,0,1,0,0,0
5231,1,1,0,0,0
5232,0,2,1,0,0
5233,0,1,0,0,4
5234,0,1,0,0,7
5235,0,1,1,0,5
5236,0,2,3,1,0
5237,0,1,0,0,0
5238,0,1,0,0,15
5239,0,2,1,3,5
5240,0,3,1,3,2
5241,0,2,0,0,21
5242,0,3,1,0,8
5243,1,1,1,0,3
5244,0,1,0,0,1
5245,0,2,3,1,6
5246,1,1,0,1,3
5247,0,1,2,1,7
5248,0,1,0,0,0
5249,0,1,1,0,4
5250,0,1,1,0,0
5251,0,0,2,2,0
5252,0,1,0,0,0
5253,0,1,0,0,7
5254,0,1,0,0,18
5255,0,2,2,1,0
5256,0,1,1,5,16
5257,0,0,0,0,0
5258,0,2,1,6,1
5259,0,1,0,0,2
5260,0,1,1,0,5
5261,0,1,1,0,0
5262,0,1,1,0,0
5263,0,1,2,0,3
5264,0,1,0,0,8
5265,0,1,0,0,7
5266,0,1,0,0,3
5267,0,1,1,0,4
5268,1,1,0,0,0
5269,0,2,1,0,0
5270,0,2,0,1,0
5271,1,1,0,1,0
5272,1,1,1,0,2
5273,0,1,0,4,0
5274,1,1,1,0,1
5275,0,2,0,0,16
5276,0,2,1,0,0
5277,0,3,2,1,0
5278,1,1,1,0,7
5279,0,2,2,1,6
5280,0,1,0,0,18
5281,0,1,0,0,0
5282,0,1,0,0,1
5283,0,1,3,0,0
5284,0,2,0,1,7
5285,1,1,1,1,12
5286,0,1,2,2,3
5287,0,1,1,1,6
5288,0,1,2,0,1
5289,0,1,3,0,13
5290,0,1,0,0,4
5291,0,1,1,0,3
5292,0,1,1,0,2
5293,0,1,1,0,1
5294,0,1,2,0,0
5295,0,1,0,1,3
5296,0,1,0,0,1
5297,0,2,1,0,2
5298,0,1,2,0,1
5299,0,1,1,0,1
5300,0,1,0,0,0
5301,0,1,0,0,0
5302,0,1,0,0,6
5303,0,1,0,1,0
5304,0,1,0,0,4
5305,0,1,0,0,2
5306,0,1,0,0,7
5307,1,1,1,0,0
5308,1,1,1,0,5
5309,0,2,1,5,2
5310,0,1,0,0,2
5311,0,1,1,0,15
5312,0,2,0,1,4
5313,0,2,0,0,9
5314,1,1,0,0,4
5315,0,1,1,0,0
5316,0,2,1,5,1
5317,1,2,0,0,7
5318,0,1,1,1,3
5319,0,1,0,0,8
5320,0,1,0,0,7
5321,1,1,1,0,0
5322,0,0,1,0,0
5323,0,1,0,0,0
5324,0,1,0,0,14
5325,0,1,0,0,1
5326,0,1,1,0,5
5327,0,1,0,0,2
5328,1,0,3,4,1
5329,0,1,0,0,0
5330,0,1,1,0,0
5331,0,2,0,0,29
5332,1,2,1,1,1
5333,1,1,0,0,1
5334,0,1,0,0,0
5335,0,1,0,0,1
5336,0,1,0,0,6
5337,0,1,2,0,10
5338,1,1,2,0,1
5339,0,1,0,0,4
5340,1,1,0,0,0
5341,1,2,1,0,7
5342,0,1,0,0,1
5343,0,2,2,5,0
5344,0,1,0,1,1
5345,0,1,0,0,0
5346,1,2,1,0,10
5347,0,2,0,0,0
5348,0,1,0,1,5
5349,0,0,0,0,1
5350,0,1,1,0,0
5351,0,1,1,0,1
5352,0,1,0,0,22
5353,0,3,2,0,5
5354,1,2,1,0,1
5355,0,1,0,0,17
5356,0,1,0,0,0
5357,0,2,0,0,8
5358,0,1,0,0,10
5359,0,2,1,0,2
5360,0,1,2,0,1
5361,0,1,0,0,13
5362,0,1,0,0,4
5363,0,2,1,0,2
5364,0,2,1,1,0
5365,0,1,0,0,2
5366,1,2,1,1,0
5367,0,1,0,0,1
5368,0,1,0,0,0
5369,1,3,1,1,2
5370,0,1,1,0,5
5371,0,2,0,0,1
5372,0,1,0,0,3
5373,0,1,0,0,8
5374,0,2,0,0,2
5375,1,1,2,6,0
5376,0,1,3,0,0
5377,0,1,1,0,5
5378,0,2,1,0,11
5379,0,1,0,0,2
5380,0,1,0,0,2
5381,0,1,0,0,4
5382,0,1,2,0,0
5383,0,1,1,0,5
5384,1,1,0,0,0
5385,0,1,0,0,6
5386,0,1,0,0,0
5387,0,1,0,1,1
5388,0,1,0,0,2
5389,0,2,1,0,3
5390,0,1,0,0,7
5391,0,1,0,0,6
5392,0,1,1,0,2
5393,0,2,1,5,4
5394,0,1,0,0,3
5395,1,1,2,0,2
5396,0,1,1,0,0
5397,0,1,0,0,1
5398,0,1,0,0,1
5399,0,1,0,0,0
5400,0,1,1,0,11
5401,0,1,0,0,0
5402,0,1,3,0,1
5403,0,1,0,0,14
5404,0,1,1,0,2
5405,0,2,0,0,0
5406,0,1,0,0,6
5407,0,1,0,0,9
5408,1,1,0,0,2
5409,0,3,1,0,1
5410,0,3,1,0,4
5411,1,2,0,1,0
5412,1,1,1,0,0
5413,1,1,0,0,5
5414,0,1,2,0,1
5415,0,1,0,0,6
5416,0,1,0,0,1
5417,0,2,1,0,1
5418,1,1,0,0,1
5419,0,1,1,0,0
5420,0,2,0,0,5
5421,0,2,1,0,1
5422,0,1,3,0,1
5423,0,1,2,0,2
5424,0,1,0,0,7
5425,0,1,0,0,16
5426,1,1,1,0,0
5427,1,1,1,2,2
5428,1,1,0,0,1
5429,0,1,1,0,0
5430,0,1,0,4,0
5431,0,1,1,4,5
5432,0,1,0,0,0
5433,0,1,0,0,12
5434,0,1,3,0,1
5435,0,1,1,0,2
5436,0,1,0,0,0
5437,0,2,0,0,19
5438,1,1,1,0,1
5439,1,1,1,0,0
5440,0,1,1,0,0
5441,0,2,1,0,0
5442,0,1,1,0,4
5443,0,1,0,0,17
5444,0,2,0,0,4
5445,0,1,1,0,12
5446,1,3,1,5,0
5447,0,1,1,0,2
5448,0,1,0,0,0
5449,1,1,0,5,1
