age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
41,2,311101,11,9,0,2,1,4,1,0,0,40,38,0
20,2,273989,11,9,4,13,3,4,1,0,0,40,38,0
27,2,370242,7,12,4,7,1,4,1,0,0,30,38,0
24,2,194630,9,13,4,9,1,4,1,0,0,35,38,0
20,2,313817,15,10,2,2,0,4,1,0,0,40,38,0
39,2,195843,8,11,4,6,3,4,1,0,0,40,38,0
27,2,203160,9,13,4,5,1,4,1,0,0,28,38,0
33,2,175856,1,7,2,11,0,4,1,0,0,60,38,0
33,2,75435,11,9,2,5,0,0,1,0,0,40,38,0
36,5,291676,6,5,2,2,0,2,1,0,0,40,38,0
55,2,192869,15,10,2,3,0,4,1,0,0,36,38,0
19,2,124464,15,10,4,6,3,4,1,0,0,40,38,0
35,2,98776,11,9,4,3,1,4,1,0,0,60,38,0
34,2,107960,4,3,4,6,2,1,1,0,0,40,24,0
62,5,312286,14,15,0,9,1,4,0,0,0,35,38,0
33,4,48520,15,10,2,2,0,4,1,0,0,40,38,1
39,2,224541,6,5,2,2,0,4,1,4386,0,55,25,0
36,1,237713,15,10,2,12,0,4,1,0,0,40,38,0
41,2,309990,9,13,0,0,4,4,0,0,0,33,38,0
39,4,37019,11,9,2,2,0,4,1,0,0,60,38,0
18,2,170183,11,9,4,0,3,4,0,0,0,10,38,0
61,2,142988,15,10,2,3,0,4,1,15024,0,45,38,1
20,0,163205,8,11,4,0,3,4,0,0,0,36,38,0
35,4,455379,11,9,2,13,0,4,1,0,0,65,38,1
27,2,104423,11,9,4,6,3,4,1,0,0,40,38,0
66,2,104936,0,6,6,7,4,4,0,0,0,38,38,0
21,2,542610,11,9,4,13,2,2,1,0,0,40,38,0
20,2,208117,15,10,4,7,3,4,0,0,0,18,38,0
34,2,105141,15,10,0,0,3,4,1,0,0,40,38,0
31,2,213339,11,9,5,12,1,4,0,0,0,40,38,0
41,2,177989,10,16,2,9,0,4,1,0,2051,60,38,0
64,5,107732,3,2,2,4,0,3,1,0,0,45,3,0
32,2,312403,9,13,4,3,1,4,0,0,0,40,38,0
30,1,176992,11,9,2,13,0,4,1,0,0,50,38,1
36,4,84294,9,13,2,4,0,4,1,0,0,72,38,0
22,2,143062,15,10,4,4,3,4,1,0,0,12,38,0
53,1,139671,15,10,2,3,0,4,1,0,0,50,38,0
50,2,116814,11,9,6,0,1,0,0,0,0,40,38,0
36,2,37778,9,13,2,3,0,4,1,0,0,40,38,0
41,3,240900,1,7,2,3,0,4,1,0,0,40,38,0
55,2,202652,9,13,4,3,1,4,0,0,0,35,38,0
38,2,52187,9,13,2,11,0,4,1,15024,0,50,38,1
28,2,349751,9,13,4,3,1,2,1,2174,0,50,38,0
24,1,238384,9,13,4,9,3,4,0,0,0,37,38,0
60,2,209844,15,10,0,0,2,4,0,0,0,40,38,0
54,2,333301,0,6,2,7,0,2,1,0,0,40,38,0
27,3,214974,11,9,2,2,0,4,1,0,0,60,38,0
30,2,113453,12,14,2,9,5,4,0,0,0,30,38,0
54,2,162238,11,9,6,13,1,4,1,0,0,45,38,0
44,2,98779,15,10,2,2,0,4,1,5178,0,40,38,1
52,2,165001,11,9,2,13,0,4,1,0,0,60,38,1
18,2,78528,1,7,4,7,3,4,1,0,0,20,38,0
55,2,353881,5,4,2,13,0,4,1,0,0,50,38,0
35,2,251396,9,13,2,9,0,4,1,0,0,50,38,1
37,2,178100,9,13,0,3,1,4,0,0,0,40,38,1
22,2,416165,15,10,4,0,3,4,0,0,0,40,38,0
45,2,177536,9,13,2,3,0,4,1,0,0,45,8,1
38,2,203717,9,13,2,4,0,4,1,0,0,60,38,0
48,2,107231,9,13,2,9,0,4,1,0,0,40,38,0
35,2,106448,8,11,2,7,0,4,1,0,0,40,38,0
21,2,196816,8,11,2,2,2,4,1,0,0,50,38,0
37,4,191342,11,9,2,2,0,1,1,0,0,60,29,1
18,2,170194,1,7,4,11,3,4,1,0,0,25,38,0
26,2,113587,0,6,0,6,3,4,1,0,0,35,38,0
48,3,72425,9,13,2,2,0,4,1,0,0,50,38,0
51,2,217480,15,10,5,0,1,2,1,8614,0,40,38,1
52,2,120914,15,10,2,2,0,4,1,0,0,40,38,0
32,5,33945,9,13,2,4,0,4,1,0,0,40,38,1
39,4,199753,9,13,2,7,0,4,1,0,0,60,38,0
51,2,144284,9,13,2,9,0,4,1,0,0,40,38,1
54,2,53833,9,13,2,11,0,4,1,0,0,50,38,0
21,2,151158,15,10,4,9,1,4,0,0,0,25,38,0
43,2,125577,11,9,5,0,4,2,0,0,0,40,38,0
32,2,242323,15,10,4,0,3,4,0,0,0,40,38,0
31,5,195181,12,14,2,9,0,4,1,0,0,35,38,1
26,2,341672,15,10,4,0,2,1,1,0,0,60,18,0
35,2,116369,11,9,4,2,1,4,1,0,0,40,38,0
73,2,113446,4,3,2,3,0,4,1,0,0,54,38,1
25,4,121285,9,13,4,11,1,4,0,0,0,40,38,0
58,4,25124,8,11,2,4,0,4,1,0,2377,65,38,0
32,2,182274,11,9,5,7,3,4,0,0,0,37,38,0
28,2,103548,9,13,2,9,0,4,1,0,0,40,38,0
41,4,38434,12,14,4,11,1,4,0,0,0,30,38,0
53,4,317313,11,9,2,2,0,4,1,0,0,48,38,0
49,2,177543,11,9,5,0,4,4,0,0,0,35,38,0
55,2,139834,9,13,2,9,0,4,1,0,0,40,38,1
29,2,118478,15,10,2,0,5,4,0,7298,0,50,38,1
28,4,147951,8,11,2,4,0,4,1,0,0,80,38,0
44,2,201734,11,9,2,2,0,4,1,0,0,45,38,0
41,2,198196,12,14,2,3,0,4,1,0,0,45,38,1
26,2,141876,8,11,2,11,0,4,1,3103,0,45,38,1
23,2,325179,11,9,2,11,0,4,1,0,0,40,38,1
37,4,143774,9,13,2,9,5,4,0,0,0,40,10,1
23,2,152328,9,13,4,9,3,4,1,13550,0,50,38,1
33,2,479600,15,10,4,7,4,2,0,0,0,40,38,0
44,2,180599,11,9,4,2,3,4,1,0,0,40,38,1
21,2,448026,15,10,4,10,3,4,1,2907,0,30,38,0
36,2,300333,1,7,2,3,0,4,1,0,0,40,4,0
44,1,184105,9,13,2,0,0,4,1,5013,0,40,38,0
23,2,202084,11,9,4,7,4,2,0,0,0,40,38,0
26,2,29515,11,9,0,3,3,4,1,0,0,40,38,0
32,2,247328,4,3,4,7,1,4,1,0,0,40,25,0
31,2,188246,15,10,2,5,0,4,1,0,0,40,38,1
50,1,105788,11,9,5,3,4,2,0,6497,0,35,38,0
18,3,352640,15,10,4,0,3,4,0,0,0,20,38,0
49,2,132576,9,13,2,3,0,4,1,0,0,50,38,1
59,2,128829,11,9,0,7,1,4,0,0,0,40,38,0
38,2,93140,11,9,5,6,4,2,0,0,0,28,38,0
50,3,155965,15,10,2,11,0,4,1,0,0,55,38,0
51,3,335902,15,10,2,2,0,4,1,0,1672,55,38,0
22,2,158522,15,10,4,6,3,1,1,0,0,35,38,0
54,2,174806,11,9,2,6,5,4,0,0,0,40,38,1
37,2,32207,11,9,4,13,1,4,1,0,0,40,38,0
31,2,43607,9,13,6,0,4,4,1,0,0,60,38,0
67,5,168224,9,13,2,3,0,4,1,0,0,40,38,0
21,2,311376,15,10,4,3,2,4,0,0,0,40,38,0
30,2,101562,11,9,4,0,1,4,0,0,0,40,38,0
32,1,267859,15,10,2,10,0,4,1,0,0,50,4,0
36,2,86143,8,11,4,2,3,1,1,0,0,40,38,0
33,1,217304,9,13,4,0,1,2,1,0,0,40,38,0
37,2,410034,11,9,2,2,0,4,1,0,0,56,38,0
29,2,293073,14,15,2,9,0,4,1,7298,0,48,38,1
26,2,247425,15,10,4,11,1,2,1,0,0,40,13,0
51,2,128338,5,4,2,9,0,4,1,0,0,40,38,0
39,2,189344,11,9,2,6,0,4,1,0,0,40,25,0
18,2,366154,11,9,4,7,1,4,1,0,0,30,38,0
52,2,163051,2,8,2,6,0,4,1,0,1628,40,38,0
31,2,437200,15,10,2,4,0,4,1,0,0,40,25,0
45,2,323798,9,13,2,3,0,4,1,7298,0,53,38,1
38,2,182570,15,10,2,6,0,4,1,0,0,38,38,0
21,2,200318,7,12,4,11,1,4,0,0,0,35,38,0
33,2,48520,11,9,5,5,1,4,1,0,0,40,38,0
39,2,130007,15,10,0,2,4,4,1,0,0,40,38,0
31,2,166248,11,9,2,6,0,4,1,0,0,40,38,0
43,2,203554,9,13,2,3,0,4,1,0,1902,50,38,1
33,3,291333,9,13,2,3,0,4,1,7298,0,45,38,1
49,4,39140,11,9,2,4,0,4,1,0,0,60,38,0
41,2,266439,11,9,2,6,0,4,1,0,0,40,38,0
55,4,126840,15,10,0,6,1,4,1,0,0,40,38,0
52,2,166419,15,10,0,0,1,2,0,0,0,37,38,0
42,2,287129,9,13,0,9,1,2,1,0,0,40,38,0
24,2,206827,15,10,4,0,3,4,0,0,0,30,38,0
42,2,173888,11,9,3,0,1,4,1,0,0,52,38,0
41,5,253250,9,13,2,3,0,4,1,7298,0,40,38,1
35,2,337239,11,9,2,6,0,4,1,0,0,40,25,0
54,0,201127,12,14,0,3,1,4,1,0,0,42,38,1
24,2,403107,4,3,4,5,2,4,1,0,0,40,25,0
57,0,223892,9,13,2,3,5,4,0,0,0,40,38,1
58,5,191318,12,14,2,3,0,4,1,15024,0,40,38,1
32,2,394708,11,9,4,7,4,2,1,0,0,40,38,0
22,2,119474,11,9,4,11,3,4,0,1055,0,25,38,0
20,2,419984,11,9,0,7,4,4,0,0,0,25,38,0
26,1,197897,11,9,4,0,3,2,0,0,0,20,8,0
33,2,286675,1,7,2,2,0,4,1,0,0,40,38,0
19,2,191986,0,6,4,11,4,4,0,0,0,40,38,0
50,4,90525,11,9,2,7,5,4,0,15024,0,20,38,1
32,2,56150,11,9,2,11,0,4,1,0,0,40,38,0
51,1,248327,9,13,2,13,0,2,1,0,0,40,38,1
18,2,90860,15,10,4,11,3,1,0,0,0,20,38,0
35,0,104858,12,14,2,3,0,4,1,0,0,50,38,1
46,2,196707,11,9,0,2,1,4,1,0,0,55,38,0
37,2,29430,11,9,0,11,4,4,1,0,0,45,38,0
45,2,54038,15,10,2,0,5,4,0,0,1902,20,38,1
63,2,281025,6,5,2,5,0,4,1,0,0,32,38,0
53,2,258832,11,9,4,7,2,1,1,0,0,10,29,0
24,2,131220,11,9,4,0,3,2,0,0,0,40,38,0
47,2,265097,11,9,2,6,0,4,1,0,0,40,38,0
41,2,185057,11,9,4,3,4,4,0,0,0,40,38,0
27,2,169557,11,9,0,6,1,4,1,6849,0,40,38,0
35,3,333636,11,9,2,3,0,2,1,0,0,75,38,0
19,2,181652,15,10,4,0,3,4,0,0,0,24,38,0
47,2,34307,15,10,5,7,1,4,0,0,0,35,38,0
25,0,198813,9,13,4,0,4,2,0,0,1590,40,38,0
59,1,240030,14,15,2,3,0,4,1,0,0,40,38,1
28,2,226089,0,6,4,6,4,4,0,0,0,40,38,0
17,2,190941,0,6,4,11,3,4,0,0,0,20,38,0
21,2,160261,15,10,4,3,3,1,1,2463,0,50,8,0
31,2,208458,11,9,0,11,4,3,0,0,0,40,25,0
49,2,112761,11,9,0,5,1,4,0,0,0,40,38,0
48,1,67716,12,14,2,9,0,4,1,7688,0,50,38,1
60,4,121076,10,16,0,11,1,4,1,0,0,20,38,0
33,4,182556,2,8,4,13,1,4,1,0,0,40,38,0
40,2,231348,11,9,2,2,0,4,1,0,0,40,38,0
42,2,55395,15,10,2,2,0,4,1,0,0,52,38,0
34,2,344073,11,9,2,13,0,4,1,5013,0,40,38,0
38,0,318912,8,11,0,0,3,2,1,0,0,52,38,0
58,4,237546,15,10,2,3,0,4,1,0,0,70,38,1
52,2,305090,15,10,5,11,2,4,0,0,0,55,38,0
22,1,198478,15,10,2,10,0,4,1,0,0,40,38,0
24,2,321435,9,13,2,4,0,4,1,0,0,35,38,1
39,2,259716,11,9,0,6,4,4,0,0,0,40,25,0
41,2,191547,12,14,2,3,0,4,1,99999,0,55,38,1
56,2,225927,6,5,2,2,0,4,1,2580,0,40,38,0
21,2,256504,11,9,4,7,1,4,0,0,0,40,38,0
29,2,168526,11,9,0,11,4,4,0,0,0,25,38,0
45,2,44489,8,11,0,7,1,4,1,0,0,10,38,0
44,1,159449,15,10,2,10,0,4,1,0,0,80,38,1
54,2,387540,12,14,2,9,0,4,1,0,0,45,38,1
24,2,314819,15,10,4,2,1,4,1,2174,0,40,38,0
40,2,34722,9,13,2,3,0,4,1,0,0,50,38,0
43,5,125831,9,13,4,9,3,4,1,99999,0,60,38,1
41,4,264663,1,7,0,7,1,4,0,0,0,40,38,0
32,2,294121,8,11,0,0,1,4,0,0,0,40,38,0
31,2,83912,9,13,2,0,5,4,0,0,0,25,25,0
26,2,241626,11,9,0,0,1,4,1,0,0,40,38,0
50,5,137815,9,13,2,2,0,4,1,0,0,40,38,1
62,3,153891,8,11,2,3,0,4,1,3137,0,40,38,0
24,2,83774,11,9,2,7,0,4,1,2885,0,45,38,0
58,2,199067,9,13,0,3,1,4,1,0,0,65,38,1
44,3,57233,15,10,2,2,0,4,1,0,0,40,38,1
44,2,211517,2,8,0,7,1,4,1,0,0,40,38,0
37,3,132879,15,10,2,13,0,4,1,0,0,50,38,1
65,4,72776,5,4,4,4,1,4,1,2964,0,40,38,0
33,2,54318,11,9,2,2,0,4,1,0,0,40,38,1
56,4,174564,12,14,2,9,0,4,1,0,0,60,38,1
35,2,179579,12,14,2,3,0,4,1,0,1977,48,38,1
33,2,187618,9,13,4,9,3,4,1,0,1741,40,38,0
35,2,186819,9,13,2,12,0,4,1,0,0,48,38,0
47,4,60087,15,10,3,3,1,4,0,0,0,60,38,0
35,4,28987,6,5,2,2,0,0,1,0,0,96,38,0
56,2,187355,15,10,0,11,4,4,0,0,0,40,38,0
29,3,218555,12,14,4,9,3,4,1,0,0,40,38,0
53,3,94214,14,15,2,9,0,1,1,7298,0,50,36,1
42,2,204729,8,11,5,11,4,2,0,0,0,25,38,0
24,2,236696,9,13,4,12,1,4,1,0,0,50,35,0
33,2,179747,11,9,2,6,0,4,1,0,0,40,38,0
42,2,187322,0,6,2,11,0,4,1,0,0,45,38,0
38,5,116975,15,10,2,10,0,4,1,0,1887,50,38,1
32,2,205950,11,9,4,6,3,4,1,0,0,40,38,0
20,4,190968,5,4,4,2,3,4,1,0,0,20,38,0
32,2,160458,11,9,2,2,0,4,1,0,0,50,38,0
28,1,190911,15,10,2,10,0,4,1,0,0,40,38,1
51,2,85382,11,9,2,2,0,4,1,0,0,55,38,1
41,1,129793,11,9,4,7,3,4,1,0,0,30,38,0
37,1,270181,7,12,3,7,4,2,0,0,0,50,38,0
23,2,243723,11,9,2,7,5,4,0,0,0,40,38,0
40,2,168113,11,9,2,2,0,4,1,0,0,40,38,0
47,2,652784,0,6,2,6,0,4,1,0,0,40,38,0
46,4,315984,11,9,2,3,0,4,1,0,0,50,38,0
24,2,311311,9,13,4,11,1,4,1,0,0,40,38,0
40,2,111336,11,9,0,6,4,2,0,0,0,28,38,0
30,4,100252,11,9,2,6,3,1,1,0,0,60,34,0
41,5,186990,14,15,6,9,1,3,0,0,0,52,38,1
37,5,241633,9,13,2,0,5,2,0,0,0,45,38,1
49,0,252616,11,9,2,13,0,1,1,0,0,40,29,0
41,0,46366,9,13,2,3,5,2,0,0,0,50,38,1
52,1,266138,8,11,2,3,0,4,1,0,0,35,38,0
23,2,32732,15,10,4,11,1,4,1,0,0,50,38,0
34,2,361978,11,9,0,2,4,2,0,1471,0,40,38,0
25,5,77661,9,13,4,3,1,4,0,0,2444,40,38,1
44,3,60087,11,9,2,2,0,4,1,0,0,45,38,1
31,1,197550,11,9,0,9,4,4,1,0,0,33,38,0
53,2,170701,9,13,0,0,4,4,0,0,0,40,38,0
62,2,159822,11,9,2,3,0,4,1,0,0,50,38,0
35,2,211494,9,13,4,3,1,4,1,0,1876,55,38,0
30,0,340899,9,13,4,9,1,4,1,0,0,40,38,0
48,5,224752,11,9,2,0,5,4,0,0,0,40,38,1
36,2,102568,9,13,4,9,1,4,0,0,0,40,38,1
32,2,220690,1,7,0,7,1,4,1,0,0,33,38,0
22,2,303170,15,10,4,8,3,4,0,0,0,28,38,0
19,2,192162,11,9,4,9,1,4,0,0,0,40,38,0
26,2,201635,11,9,4,0,1,4,0,0,0,40,38,0
56,5,133728,15,10,2,3,0,4,1,0,0,35,38,1
45,2,347025,5,4,6,7,4,4,0,0,0,21,38,0
23,2,110998,15,10,4,0,3,1,0,0,0,40,29,0
31,2,122347,11,9,5,5,1,4,1,0,0,40,38,0
30,2,127875,1,7,4,11,4,4,0,0,0,8,38,0
42,2,167534,11,9,2,5,0,4,1,5013,0,35,38,0
27,5,152560,14,15,2,9,0,4,1,0,0,60,38,0
37,2,265144,9,13,2,3,0,4,1,0,0,50,38,1
31,2,302679,11,9,4,6,1,4,1,0,0,60,38,0
33,2,290763,9,13,5,9,1,4,0,0,0,40,38,0
64,2,86837,13,1,2,5,0,1,1,0,0,40,29,0
32,2,147118,11,9,0,7,1,4,0,0,0,40,38,0
37,2,169469,15,10,2,2,0,4,1,0,0,40,38,0
25,2,189334,1,7,2,13,0,4,1,0,0,40,38,0
49,2,139571,11,9,2,0,0,4,1,4064,0,40,38,0
36,2,111545,9,13,2,9,0,4,1,0,1902,40,38,1
67,2,72776,15,10,2,5,0,4,1,10566,0,15,38,0
54,2,307973,11,9,2,5,0,4,1,0,0,40,38,1
45,1,211666,10,16,4,9,1,4,0,0,0,40,38,1
30,2,143766,15,10,4,2,1,4,1,0,0,40,38,0
39,5,112812,11,9,2,10,2,4,0,0,0,40,38,0
57,2,43290,0,6,0,7,1,0,0,0,0,20,38,0
57,2,111385,0,6,4,7,1,4,1,0,0,40,38,0
23,4,145744,11,9,2,4,0,4,1,0,0,40,38,0
49,1,126754,11,9,2,7,2,4,1,0,0,40,21,0
46,5,54260,9,13,2,9,0,4,1,0,0,10,38,1
41,5,34895,9,13,4,12,1,4,0,0,0,43,38,0
44,2,166740,8,11,2,12,0,4,1,0,0,45,38,0
25,2,143062,9,13,4,7,3,4,0,2463,0,30,38,0
34,1,191957,9,13,2,2,0,2,1,0,0,45,38,1
24,2,109456,9,13,4,11,3,4,1,0,0,25,38,0
32,2,198183,9,13,4,3,1,4,0,0,0,45,38,0
27,1,157449,11,9,2,12,0,4,1,0,0,50,38,1
67,2,53874,2,8,2,6,0,2,1,0,0,40,4,0
36,2,191754,11,9,2,2,0,4,1,0,0,40,38,0
40,2,320071,15,10,0,3,1,4,1,0,1408,48,38,0
24,2,164574,11,9,2,13,0,4,1,0,0,40,38,0
46,2,185870,9,13,2,11,0,4,1,0,1902,40,38,1
44,5,165745,11,9,0,0,4,4,0,0,0,38,38,0
23,4,40323,15,10,2,2,0,4,1,0,0,40,38,1
46,2,199378,14,15,4,9,1,4,1,0,0,90,38,0
31,2,289889,8,11,4,12,1,4,1,0,0,40,38,0
21,1,152200,15,10,2,10,3,2,1,0,0,40,38,0
61,2,198231,11,9,2,2,0,4,1,0,0,40,38,1
71,4,28865,11,9,2,4,0,4,1,0,0,15,38,0
42,2,26915,9,13,2,3,0,4,1,0,0,40,38,1
21,5,204034,15,10,4,7,1,4,0,0,0,16,38,0
21,2,243368,13,1,4,4,1,4,1,0,0,25,25,0
28,1,191088,9,13,0,9,1,4,0,2354,0,60,38,0
27,1,194515,7,12,4,9,3,2,0,0,0,37,38,0
32,2,28984,15,10,4,7,1,4,0,0,2001,25,38,0
47,2,125892,11,9,0,5,1,4,1,0,0,40,38,0
22,2,37932,7,12,4,3,1,4,1,0,0,35,8,0
56,2,249751,11,9,2,12,0,4,1,0,0,40,38,0
20,2,191948,11,9,2,7,2,4,0,0,0,40,38,0
30,2,97306,15,10,4,11,1,4,0,0,0,40,38,0
22,2,176178,15,10,4,7,3,4,0,0,0,25,38,0
28,2,142764,8,11,2,2,0,4,1,7688,0,45,38,1
50,2,148431,12,14,2,3,0,4,1,0,0,55,38,1
66,5,148380,11,9,2,6,5,4,0,1424,0,10,38,0
38,2,314890,15,10,4,7,1,4,1,0,0,46,38,0
62,2,177493,2,8,2,3,0,4,1,0,0,30,38,0
36,0,327435,12,14,0,12,1,4,0,0,0,40,38,1
47,2,275967,0,6,2,2,0,4,1,0,0,35,38,0
25,2,176520,11,9,4,12,1,4,1,0,0,40,38,0
26,2,186463,15,10,2,13,0,4,1,0,0,40,38,0
37,2,50380,1,7,2,4,0,4,1,0,0,40,38,0
70,4,323987,5,4,2,2,0,4,1,0,0,8,38,0
52,2,192445,1,7,2,13,0,4,1,0,0,40,38,0
70,2,142851,6,5,2,3,0,4,1,0,0,18,38,0
19,5,42750,11,9,4,10,3,4,1,0,0,40,38,0
23,2,199011,1,7,4,2,3,4,1,0,0,3,38,0
37,2,173963,1,7,5,11,4,2,0,0,0,40,38,0
45,5,284763,15,10,0,9,4,2,0,0,0,40,38,0
29,2,108775,9,13,2,3,0,4,1,0,0,50,38,1
56,4,233312,9,13,2,3,0,4,1,0,0,20,30,0
50,2,197826,12,14,2,12,0,4,1,0,0,40,38,0
20,2,123007,11,9,4,0,2,4,1,0,2001,30,38,0
26,2,264012,9,13,4,0,1,4,1,0,0,40,38,0
41,3,214247,14,15,2,9,0,4,1,0,2415,60,38,1
21,2,200121,11,9,4,5,3,4,1,0,0,40,38,0
48,4,138069,4,3,2,2,0,4,1,0,2042,50,38,0
22,2,33551,15,10,4,7,1,4,1,0,0,40,38,0
37,5,89083,7,12,2,7,0,4,1,0,0,35,38,0
47,2,369438,15,10,2,2,0,2,1,0,0,30,38,1
61,2,93997,9,13,0,11,4,4,1,0,0,40,38,0
47,1,169699,12,14,2,9,0,4,1,0,0,40,38,1
37,2,115429,11,9,2,2,0,4,1,0,0,25,38,0
46,5,96652,8,11,5,0,4,2,0,0,0,40,38,0
42,4,103759,11,9,2,11,0,4,1,0,0,48,38,0
41,2,54422,11,9,0,0,4,4,0,0,0,40,38,0
33,1,107215,6,5,2,7,0,4,1,0,0,40,38,0
24,2,194630,9,13,4,9,1,4,1,0,0,35,38,0
27,2,102142,7,12,4,12,1,4,1,0,0,40,38,0
40,0,134638,9,13,2,3,0,4,1,0,0,39,38,0
56,2,46920,0,6,2,6,0,4,1,0,0,40,38,0
35,0,207973,10,16,2,9,0,4,1,0,0,55,1,0
24,2,208946,8,11,4,2,1,4,1,0,0,40,38,0
73,4,252431,15,10,2,9,5,4,0,0,0,1,38,0
36,2,251730,15,10,4,11,1,4,1,0,0,50,38,0
31,2,301251,9,13,2,2,0,4,1,0,0,50,38,1
36,2,197274,11,9,4,5,1,2,1,0,0,40,38,0
37,2,106043,11,9,2,11,0,2,1,0,0,40,38,1
26,2,195636,9,13,4,9,1,4,0,0,0,55,38,0
20,2,237956,11,9,4,10,3,4,1,0,0,40,4,0
58,2,31532,9,13,2,9,0,4,1,0,0,40,38,1
45,5,276157,9,13,2,9,0,4,1,0,0,40,38,1
31,2,142921,9,13,4,12,1,4,0,0,0,40,38,0
44,2,217039,14,15,2,9,0,4,1,99999,0,60,38,1
19,1,259169,15,10,4,9,3,4,0,0,0,30,38,0
54,2,409173,11,9,2,12,0,2,1,0,0,50,32,1
31,5,73161,12,14,2,9,0,4,1,0,1740,40,38,0
27,2,241431,11,9,2,2,0,4,1,0,0,35,38,0
36,2,151764,15,10,2,11,0,4,1,5178,0,40,38,1
47,0,131726,15,10,0,0,1,4,1,0,1876,40,38,0
35,2,334291,9,13,2,3,0,4,1,0,0,45,38,0
42,2,67243,3,2,2,0,0,4,1,0,0,55,31,1
45,2,370261,9,13,0,3,1,4,0,0,0,40,38,0
70,2,573446,11,9,2,2,0,4,1,1455,0,40,38,0
27,1,189775,2,8,4,7,3,2,0,0,0,44,38,0
36,2,312206,11,9,2,9,0,4,1,0,0,60,38,1
23,2,86939,11,9,3,6,1,4,1,0,0,40,38,0
25,2,221757,9,13,4,3,1,4,1,0,0,50,38,0
45,4,213140,15,10,2,2,0,4,1,7688,0,45,38,1
24,2,308673,11,9,4,5,3,4,1,0,0,30,38,0
90,2,149069,7,12,2,11,0,4,1,0,1825,50,38,1
50,2,69345,11,9,2,6,0,4,1,0,1902,44,38,1
37,2,112158,11,9,2,2,0,4,1,7688,0,99,38,1
31,2,386299,15,10,4,0,1,4,0,0,0,40,38,0
17,2,61838,1,7,4,4,3,4,1,0,0,40,38,0
26,2,290286,15,10,4,0,1,2,1,0,0,38,38,0
41,2,143069,10,16,2,9,0,4,1,0,0,60,38,0
50,3,145714,11,9,2,3,0,4,1,0,0,60,38,1
45,4,285570,11,9,2,13,0,4,1,0,0,80,38,0
54,4,399705,15,10,2,11,0,4,1,0,0,55,38,1
54,2,186224,11,9,2,2,0,4,1,0,0,40,38,0
38,2,172918,11,9,4,6,3,4,1,0,0,40,38,0
22,2,198270,11,9,2,11,2,4,0,0,0,38,38,0
43,2,307767,11,9,2,6,0,4,1,0,0,40,38,0
30,2,169002,9,13,2,12,0,4,1,0,0,40,38,1
42,2,99203,11,9,5,2,1,4,1,3325,0,40,38,0
48,2,197836,15,10,2,6,0,4,1,0,0,40,38,1
56,2,140136,15,10,2,13,0,2,1,0,0,35,38,1
21,1,402230,15,10,4,0,4,4,1,0,0,36,38,0
45,2,167159,9,13,2,2,0,4,1,0,0,40,38,0
37,2,116409,14,15,2,3,0,4,1,0,0,40,38,1
38,1,105161,9,13,2,9,0,4,1,0,0,30,38,0
34,2,263908,15,10,2,11,0,4,1,0,0,50,38,0
29,2,189565,11,9,0,10,3,4,1,0,0,40,38,0
24,2,224059,11,9,2,6,0,4,1,0,0,40,38,0
35,2,240988,7,12,4,6,1,4,1,0,0,55,38,0
39,4,41017,0,6,2,13,0,4,1,0,0,70,38,0
73,4,214498,5,4,2,4,0,4,1,0,0,12,38,0
57,2,186361,8,11,4,7,3,4,0,0,0,40,38,0
35,3,165799,9,13,2,11,0,4,1,0,0,50,38,0
60,2,266983,11,9,2,5,0,4,1,0,0,32,38,0
54,2,226497,11,9,2,6,0,4,1,0,0,40,38,0
53,4,99516,9,13,2,2,0,4,1,0,0,40,38,0
23,2,177287,15,10,4,3,2,4,0,0,0,40,38,0
57,4,27385,15,10,2,3,0,4,1,0,0,48,38,1
27,4,147452,0,6,4,11,3,4,0,0,0,48,38,0
25,2,144334,11,9,4,3,3,2,1,0,0,40,38,0
38,2,217926,11,9,2,2,0,2,1,0,0,40,38,0
48,2,153312,15,10,2,11,0,2,1,0,0,60,38,1
24,2,126822,11,9,4,0,4,4,0,0,0,45,38,0
67,3,51415,15,10,2,11,0,4,1,0,0,40,38,0
20,2,171886,11,9,4,7,3,2,1,0,0,35,38,0
38,2,216319,10,16,2,9,0,1,1,0,0,40,2,1
54,2,279337,5,4,2,2,0,4,1,0,0,40,38,0
20,4,115085,15,10,4,4,3,4,1,0,0,40,38,0
57,2,453233,0,6,5,3,1,4,1,0,0,55,38,0
34,0,400943,9,13,4,3,1,4,1,0,0,44,38,0
34,2,226883,11,9,5,2,4,4,1,0,0,49,38,0
80,2,138050,11,9,3,6,1,4,0,0,0,16,38,0
40,2,204585,11,9,2,6,5,4,0,0,0,40,38,0
19,1,220558,1,7,4,5,2,4,1,0,0,35,38,0
35,2,198841,15,10,2,10,0,4,1,0,0,56,38,0
21,2,67244,11,9,4,11,4,4,0,0,0,40,38,0
59,1,75785,1,7,2,7,0,4,1,0,0,40,38,0
53,2,85423,15,10,2,13,0,4,1,0,0,40,38,1
41,4,134724,8,11,2,7,5,4,0,3103,0,40,38,1
59,2,109567,11,9,2,13,0,4,1,0,0,55,38,0
52,2,157413,3,2,0,4,1,2,1,0,0,40,38,0
48,2,238567,4,3,2,5,0,4,1,0,0,40,25,0
24,2,153133,2,8,4,6,3,2,1,0,0,40,38,0
